"Hero","Name","Games","W","L","Win %","L","K","D","A","Tot. Gold","LH","Denies","GPM","XPM"
"huskar","Huskar","42","22","20","0.524","16.9","6.6","4.9","6.1","16354.7","180.0","18.1","482.6","469.1"
"invoker","Invoker","93","34","59","0.366","17.5","5.4","4.6","8.8","16932.6","182.2","18.2","435.3","460.4"
"wisp","Io","282","144","138","0.511","13.7","2.4","6.1","9.8","9324.8","28.6","1.6","250.2","289.7"
"jakiro","Jakiro","30","14","16","0.467","15.7","3.4","6.0","12.6","14512.9","128.7","4.3","338.6","351.9"
"juggernaut","Juggernaut","131","75","56","0.573","18.2","7.0","3.7","6.1","19054.2","234.8","17.2","521.5","520.7"
"keeper_of_the_light","Keeper of the Light","109","54","55","0.495","13.9","1.7","4.6","6.8","12301.1","125.2","1.4","310.2","288.2"
"kunkka","Kunkka","20","8","12","0.400","14.2","3.2","4.5","9.3","11132.1","83.0","3.5","298.4","325.8"
"legion_commander","Legion Commander","46","23","23","0.500","16.5","4.5","5.9","9.2","14223.4","148.5","5.7","389.8","432.1"
"leshrac","Leshrac","440","256","184","0.582","18.4","6.9","5.0","9.9","19108.6","236.4","9.6","486.9","495.0"
"lich","Lich","16","7","9","0.438","14.3","4.3","5.0","8.9","10043.9","35.9","2.9","278.5","324.2"
"life_stealer","Lifestealer","52","28","24","0.538","18.4","6.1","3.6","8.5","18382.2","215.0","19.0","478.6","508.2"
"lina","Lina","622","284","338","0.457","16.2","5.9","5.4","7.6","14907.4","151.1","5.4","381.3","396.2"
"lion","Lion","343","163","180","0.475","13.6","2.9","6.0","8.7","10054.5","40.0","2.4","251.4","272.7"
"lone_druid","Lone Druid","24","9","15","0.375","16.8","3.3","3.2","7.0","16360.3","200.9","13.9","461.2","464.8"
"luna","Luna","73","42","31","0.575","18.4","6.0","3.9","8.9","19832.5","258.8","19.6","539.5","525.2"
"lycan","Lycan","42","21","21","0.500","18.4","5.4","3.0","6.7","19688.4","238.4","11.3","517.9","510.8"
"magnataur","Magnus","71","27","44","0.380","16.1","2.9","4.7","8.5","12815.9","126.0","4.1","330.9","384.8"
"medusa","Medusa","13","5","8","0.385","20.8","4.4","4.2","8.6","24213.1","377.5","20.5","567.2","572.3"
"meepo","Meepo","3","1","2","0.333","24.7","7.0","6.3","6.7","23372.9","340.0","1.3","581.3","817.0"
"mirana","Mirana","30","13","17","0.433","13.6","4.8","3.3","7.0","11542.7","97.6","6.3","349.7","344.6"
"morphling","Morphling","33","16","17","0.485","18.1","5.8","3.0","7.5","17972.6","213.8","16.6","470.7","493.6"
"naga_siren","Naga Siren","148","83","65","0.561","15.5","2.0","3.5","8.2","16887.2","221.8","3.9","387.1","337.2"
"furion","Natures Prophet","91","49","42","0.538","16.8","4.9","5.1","10.5","17487.5","214.7","5.6","473.8","447.7"
"necrolyte","Necrophos","2","0","2","0.000","14.5","5.0","6.0","8.5","12992.4","164.0","9.5","383.0","353.5"
"night_stalker","Night Stalker","82","39","43","0.476","15.2","4.2","5.1","9.3","12393.6","82.2","3.9","316.0","342.7"
"nyx_assassin","Nyx Assassin","91","42","49","0.462","15.5","3.5","6.1","10.2","11729.9","69.1","4.5","291.8","343.5"
"ogre_magi","Ogre Magi","37","16","21","0.432","13.9","3.1","5.4","9.5","10287.5","42.6","2.1","259.7","288.7"
"omniknight","Omniknight","31","18","13","0.581","13.0","1.3","4.2","3.8","8958.9","43.1","2.1","254.9","280.8"
"obsidian_destroyer","Outworld Devourer","13","3","10","0.231","18.2","5.8","4.2","4.8","18845.0","250.7","30.5","466.7","485.8"
"phantom_assassin","Phantom Assassin","26","10","16","0.385","18.1","7.0","4.2","7.0","18277.2","220.1","12.1","510.1","519.9"
"phantom_lancer","Phantom Lancer","314","159","155","0.506","19.7","6.5","3.3","6.9","21559.0","294.7","14.5","522.7","539.6"
"phoenix","Phoenix","155","53","102","0.342","15.5","3.7","5.7","10.6","12326.1","88.5","4.7","309.6","355.1"
"puck","Puck","137","63","74","0.460","17.9","6.0","4.6","10.5","16504.9","175.5","12.1","414.4","460.8"
"pudge","Pudge","15","11","4","0.733","16.9","8.3","7.1","13.3","14149.4","53.3","3.1","354.0","403.7"
"pugna","Pugna","73","48","25","0.658","14.9","4.0","4.6","9.8","13685.7","132.4","6.0","394.6","369.2"
"queenofpain","Queen of Pain","652","325","327","0.498","18.5","8.2","4.0","8.6","18232.3","209.1","16.1","473.4","503.8"
"razor","Razor","140","63","77","0.450","18.3","5.4","4.5","8.8","18680.1","232.3","18.9","454.5","468.2"
"riki","Riki","4","0","4","0.000","14.8","5.5","6.5","6.5","11424.9","71.0","5.5","340.8","365.5"
"rubick","Rubick","627","309","318","0.493","13.3","2.6","5.2","9.7","9967.6","50.8","2.3","258.2","270.2"
"sand_king","Sand King","124","55","69","0.444","15.7","3.2","5.1","10.3","12684.1","112.7","1.4","317.6","361.1"
"shadow_demon","Shadow Demon","190","83","107","0.437","12.5","2.3","5.9","9.8","9256.1","38.6","1.9","240.5","240.1"
"nevermore","Shadow Fiend","581","296","285","0.509","19.5","6.8","4.4","8.0","21937.0","304.4","13.8","558.6","550.4"
"shadow_shaman","Shadow Shaman","52","26","26","0.500","13.5","2.8","5.9","9.0","11557.4","82.9","3.1","300.7","279.4"
"silencer","Silencer","82","46","36","0.561","15.2","4.3","5.0","7.6","13038.2","97.2","9.2","325.5","340.1"
"skywrath_mage","Skywrath Mage","149","55","94","0.369","13.7","4.6","6.0","9.3","10667.8","37.7","2.6","254.4","264.0"
"slardar","Slardar","74","38","36","0.514","16.6","4.7","4.1","9.5","14633.8","141.1","16.9","398.4","431.9"
"slark","Slark","107","46","61","0.430","18.3","6.9","3.7","6.9","18721.2","228.8","14.7","491.8","525.2"
"sniper","Sniper","22","7","15","0.318","15.9","4.6","4.5","7.0","13991.8","183.0","17.6","414.3","434.1"
"spectre","Spectre","22","10","12","0.455","21.0","8.6","3.9","13.5","25592.4","364.7","19.3","510.5","518.0"
"spirit_breaker","Spirit Breaker","338","181","157","0.536","15.3","3.7","6.2","10.9","12229.8","79.1","3.5","313.6","350.2"
"storm_spirit","Storm Spirit","395","205","190","0.519","19.6","7.8","4.7","9.1","19567.3","245.7","9.3","492.2","549.5"
"sven","Sven","60","27","33","0.450","19.2","6.8","5.4","8.4","21392.4","264.1","12.8","487.3","493.3"
"techies","Techies","33","22","11","0.667","14.7","6.3","9.3","5.8","14008.0","118.7","1.5","343.6","306.9"
"templar_assassin","Templar Assassin","169","100","69","0.592","19.7","7.4","4.0","6.0","21526.2","260.7","14.3","562.6","583.0"
"terrorblade","Terrorblade","2","1","1","0.500","14.0","1.5","1.0","1.5","14088.4","191.5","9.5","500.5","423.0"
"tidehunter","Tidehunter","75","35","40","0.467","16.2","2.8","4.6","11.2","12991.3","123.1","3.2","341.8","393.2"
"shredder","Timbersaw","29","11","18","0.379","17.2","5.2","5.6","8.0","15773.5","189.5","5.7","410.7","449.9"
"tinker","Tinker","26","7","19","0.269","19.5","7.5","6.1","7.7","22323.5","327.1","10.2","508.7","488.3"
"tiny","Tiny","120","55","65","0.458","19.0","8.1","4.8","8.2","21773.5","289.9","11.2","563.2","525.8"
"treant","Treant Protector","48","26","22","0.542","12.8","1.0","4.1","5.5","9011.3","31.6","2.7","226.8","245.1"
"troll_warlord","Troll Warlord","11","2","9","0.182","18.0","4.5","4.8","6.0","18113.9","243.8","15.3","474.2","496.7"
"tusk","Tusk","401","224","177","0.559","15.2","3.9","5.5","11.4","12189.4","83.5","2.9","312.5","344.5"
"undying","Undying","307","167","140","0.544","13.9","3.6","5.0","12.7","10764.8","56.9","3.4","287.4","304.0"
"ursa","Ursa","30","16","14","0.533","18.6","9.1","4.7","7.1","18256.2","183.6","9.6","474.1","522.5"
"vengefulspirit","Vengeful Spirit","128","71","57","0.555","12.7","1.7","5.9","10.0","9003.3","31.0","2.6","249.0","265.3"
"venomancer","Venomancer","16","10","6","0.625","15.3","2.8","5.7","11.2","13854.4","143.5","5.8","396.4","389.7"
"viper","Viper","173","85","88","0.491","17.1","5.2","4.2","8.0","16428.5","183.5","20.6","441.9","450.5"
"visage","Visage","219","119","100","0.543","14.2","5.1","4.7","9.0","12200.2","78.9","3.7","320.8","309.7"
"warlock","Warlock","16","6","10","0.375","15.1","3.5","4.7","6.9","13557.9","115.9","10.8","364.8","368.6"
"weaver","Weaver","48","27","21","0.563","19.4","8.1","3.5","7.8","20078.1","223.3","12.6","505.8","538.2"
"windrunner","Windranger","150","68","82","0.453","17.5","6.4","4.3","7.2","17279.0","187.5","13.4","442.7","451.1"
"winter_wyvern","Winter Wyvern","350","172","178","0.491","13.7","2.6","4.8","9.1","10645.9","58.9","2.0","269.1","280.6"
"witch_doctor","Witch Doctor","388","181","207","0.466","13.1","3.0","5.2","9.4","9894.7","47.0","3.0","253.6","262.1"
"skeleton_king","Wraith King","29","14","15","0.483","18.0","5.5","5.0","9.3","18659.5","207.4","10.0","434.2","447.8"
"zuus","Zeus","149","59","90","0.396","17.3","5.0","5.2","12.8","15465.4","161.1","2.7","372.6","417.6"
