"Hero","Name","Games","W","L","Win %","L","K","D","A","Tot. Gold","LH","Denies","GPM","XPM"
"furion","Natures Prophet","457","224","233","0.490","17.2","4.4","4.7","9.6","18897.8","210.4","5.7","518.3","475.2"
"necrolyte","Necrophos","3","0","3","0.000","11.0","1.0","9.0","4.3","6786.4","74.0","9.3","263.3","274.0"
"night_stalker","Night Stalker","42","23","19","0.548","16.9","7.0","4.3","8.0","14913.9","130.3","11.1","421.9","454.0"
"nyx_assassin","Nyx Assassin","538","276","262","0.513","14.5","3.4","5.0","9.6","10172.3","55.8","3.7","282.7","341.2"
"ogre_magi","Ogre Magi","4","3","1","0.750","15.5","3.3","4.5","13.5","12589.3","57.5","3.0","343.0","375.3"
"omniknight","Omniknight","10","0","10","0.000","12.5","1.5","5.9","3.9","8301.2","61.8","4.0","235.9","258.5"
"obsidian_destroyer","Outworld Devourer","92","44","48","0.478","17.3","6.0","3.9","5.2","16622.3","183.1","27.8","481.5","496.7"
"phantom_assassin","Phantom Assassin","2","1","1","0.500","20.0","9.0","3.5","10.5","22899.8","253.5","11.5","587.5","562.5"
"phantom_lancer","Phantom Lancer","20","8","12","0.400","18.2","4.5","2.8","5.4","22332.6","315.9","12.5","587.1","520.8"
"puck","Puck","420","210","210","0.500","16.6","5.6","4.5","9.9","14028.7","131.6","10.3","388.9","443.7"
"pudge","Pudge","17","8","9","0.471","14.6","7.1","6.1","7.8","10559.0","66.6","6.4","342.1","393.9"
"pugna","Pugna","54","25","29","0.463","15.0","3.9","4.5","8.3","14584.3","151.1","8.6","430.1","386.9"
"queenofpain","Queen of Pain","59","28","31","0.475","17.8","7.4","4.3","6.9","16534.6","183.8","16.4","458.7","502.8"
"razor","Razor","45","19","26","0.422","16.1","4.9","4.3","8.2","14249.1","162.4","17.3","417.4","430.7"
"riki","Riki","8","4","4","0.500","14.9","4.8","4.4","6.9","11586.7","114.6","12.6","396.0","437.4"
"rubick","Rubick","543","270","273","0.497","12.8","2.5","5.0","9.3","9017.6","45.1","2.4","251.3","269.1"
"sand_king","Sand King","383","187","196","0.488","14.1","3.2","5.3","10.4","10689.3","74.5","1.2","291.9","325.6"
"shadow_demon","Shadow Demon","305","145","160","0.475","12.3","2.5","5.4","9.3","8669.8","35.0","2.5","237.8","247.9"
"nevermore","Shadow Fiend","144","81","63","0.563","19.2","7.4","4.2","6.4","21414.6","267.1","15.7","612.7","601.0"
"shadow_shaman","Shadow Shaman","442","249","193","0.563","13.1","3.0","5.9","9.0","10935.2","75.0","2.8","308.7","286.2"
"silencer","Silencer","42","19","23","0.452","13.7","3.6","5.4","6.3","10079.8","57.0","5.6","259.9","292.5"
"skywrath_mage","Skywrath Mage","20","9","11","0.450","13.9","4.7","5.2","10.4","9323.0","41.5","4.1","261.4","293.4"
"slardar","Slardar","138","70","68","0.507","15.6","4.1","3.8","8.7","13587.1","128.6","15.6","399.3","425.5"
"slark","Slark","204","86","118","0.422","17.7","6.8","4.2","7.2","15989.1","165.3","12.6","438.9","503.7"
"sniper","Sniper","36","11","25","0.306","17.0","5.7","4.8","7.2","17103.2","208.3","19.8","462.8","454.1"
"spectre","Spectre","110","50","60","0.455","18.5","7.4","4.0","11.0","19451.1","254.3","20.0","494.3","508.4"
"spirit_breaker","Spirit Breaker","2","2","0","1.000","12.0","3.0","5.0","14.0","8806.4","22.0","0.5","337.0","315.0"
"storm_spirit","Storm Spirit","325","150","175","0.462","17.6","7.4","4.9","7.9","15992.6","169.1","11.6","437.0","486.2"
"sven","Sven","24","12","12","0.500","16.2","4.8","5.6","9.2","15096.7","141.2","8.7","409.6","418.8"
"templar_assassin","Templar Assassin","177","94","83","0.531","17.9","6.3","3.8","5.6","17446.8","189.4","18.6","505.1","532.9"
"tidehunter","Tidehunter","36","14","22","0.389","13.9","3.1","4.5","8.7","10584.8","86.6","3.9","326.2","359.9"
"shredder","Timbersaw","202","73","129","0.361","16.5","5.6","5.3","6.4","14070.0","152.0","6.0","392.0","448.1"
"tinker","Tinker","99","49","50","0.495","17.8","5.7","3.7","7.5","18749.2","235.5","8.4","508.2","512.0"
"tiny","Tiny","85","58","27","0.682","17.8","8.4","3.8","8.4","20507.3","226.2","11.6","581.1","527.4"
"treant","Treant Protector","156","79","77","0.506","12.2","1.6","4.3","5.1","7858.3","32.6","3.0","236.2","263.4"
"troll_warlord","Troll Warlord","6","2","4","0.333","19.0","2.2","4.8","5.3","19987.8","265.7","9.2","464.8","478.2"
"tusk","Tusk","30","14","16","0.467","14.6","4.3","6.9","11.3","11383.9","67.2","3.7","319.2","338.2"
"undying","Undying","15","7","8","0.467","12.2","2.9","5.1","11.0","7405.6","29.5","2.8","250.1","283.5"
"ursa","Ursa","28","18","10","0.643","18.0","8.1","3.8","6.8","18543.8","193.2","12.0","516.4","519.6"
"vengefulspirit","Vengeful Spirit","216","110","106","0.509","12.9","2.4","5.3","10.4","9146.4","41.7","3.8","266.9","286.8"
"venomancer","Venomancer","256","127","129","0.496","13.6","2.4","5.1","11.4","11228.3","91.1","3.4","312.2","301.2"
"viper","Viper","145","64","81","0.441","16.2","5.8","4.7","8.7","15155.9","155.5","17.3","425.0","429.6"
"visage","Visage","423","220","203","0.520","13.2","5.0","4.4","7.9","10570.3","61.1","3.3","295.0","290.3"
"warlock","Warlock","11","2","9","0.182","12.5","3.6","4.8","5.9","9079.4","78.3","12.7","332.5","339.2"
"weaver","Weaver","214","98","116","0.458","18.4","6.2","3.7","6.7","18811.9","215.4","14.8","502.9","525.6"
"windrunner","Windranger","81","29","52","0.358","14.8","3.3","3.9","7.1","12358.1","115.4","9.1","333.1","350.5"
"witch_doctor","Witch Doctor","39","19","20","0.487","12.0","2.9","5.0","9.6","8493.0","38.7","3.4","269.2","271.4"
"skeleton_king","Wraith King","95","49","46","0.516","16.7","4.9","3.9","9.3","15269.9","142.5","10.3","428.8","459.4"
"zuus","Zeus","19","10","9","0.526","17.2","6.6","5.4","14.2","13715.1","121.6","2.7","374.0","461.6"
