"Hero","Name","Games","W","L","Win %","L","K","D","A","Tot. Gold","LH","Denies","GPM","XPM"
"dragon_knight","Dragon Knight","259","138","121","0.533","15.8","4.4","3.8","8.4","14429.6","146.8","7.0","427.6","433.5"
"drow_ranger","Drow Ranger","12","4","8","0.333","15.4","2.6","5.3","5.6","15138.4","175.0","13.9","449.2","408.6"
"earthshaker","Earthshaker","187","86","101","0.460","12.4","2.0","4.8","10.3","8804.5","41.9","1.0","239.6","252.0"
"elder_titan","Elder Titan","295","173","122","0.586","14.7","3.1","4.1","10.4","11978.2","103.9","3.8","338.9","360.6"
"enchantress","Enchantress","202","105","97","0.520","13.4","3.8","3.7","6.9","10848.8","80.1","1.0","318.9","314.8"
"enigma","Enigma","89","47","42","0.528","14.5","2.0","3.7","9.1","13027.4","140.8","6.6","403.8","381.1"
"faceless_void","Faceless Void","4","1","3","0.250","20.3","7.5","5.3","7.5","20496.7","225.0","19.0","496.3","543.8"
"gyrocopter","Gyrocopter","191","96","95","0.503","17.2","5.4","3.8","8.3","18673.3","228.3","16.7","515.7","479.7"
"huskar","Huskar","4","1","3","0.250","15.3","4.5","4.0","4.5","15144.2","170.3","10.8","417.0","386.3"
"invoker","Invoker","236","127","109","0.538","16.9","6.0","4.0","8.8","16221.1","157.2","16.4","461.7","473.0"
"wisp","Io","118","75","43","0.636","13.0","2.8","4.9","11.1","8226.8","28.2","2.5","259.6","316.1"
"jakiro","Jakiro","17","6","11","0.353","12.7","2.1","5.4","10.8","9290.2","41.5","1.3","226.3","248.4"
"juggernaut","Juggernaut","98","50","48","0.510","16.2","5.8","3.4","6.3","14983.9","152.3","12.8","458.9","472.4"
"keeper_of_the_light","Keeper of the Light","45","21","24","0.467","12.8","2.0","3.4","6.1","10646.3","93.2","1.6","294.6","270.0"
"kunkka","Kunkka","98","48","50","0.490","15.6","4.6","4.1","9.5","13632.6","133.6","7.9","388.9","410.1"
"leshrac","Leshrac","104","47","57","0.452","12.6","3.7","5.1","8.4","9937.1","59.2","2.9","292.5","279.8"
"lich","Lich","232","113","119","0.487","13.2","3.3","4.5","8.1","8387.1","33.5","3.4","247.4","309.0"
"life_stealer","Lifestealer","380","183","197","0.482","17.1","5.3","3.4","7.3","16515.6","171.2","16.5","482.6","493.9"
"lina","Lina","27","14","13","0.519","13.2","5.3","5.1","8.2","10194.3","63.3","2.4","311.4","314.1"
"lion","Lion","96","40","56","0.417","12.8","3.1","5.9","7.8","8733.2","33.9","2.5","237.8","270.3"
"lone_druid","Lone Druid","144","76","68","0.528","17.3","3.8","3.0","7.2","18756.1","210.7","13.2","532.2","493.3"
"luna","Luna","299","169","130","0.565","17.4","5.5","3.6","7.9","19264.8","230.3","17.8","558.1","512.7"
"lycan","Lycan","34","12","22","0.353","16.3","3.5","3.6","4.6","16404.7","195.6","6.4","469.9","443.1"
"magnataur","Magnus","101","45","56","0.446","15.6","4.0","4.1","8.4","12741.2","120.4","6.6","362.8","406.2"
"medusa","Medusa","25","11","14","0.440","18.6","4.0","3.0","6.5","21571.4","280.8","21.0","568.4","532.0"
"meepo","Meepo","1","0","1","0.000","12.0","1.0","11.0","2.0","6878.5","93.0","5.0","297.0","361.0"
"mirana","Mirana","484","232","252","0.479","16.6","5.7","3.4","7.6","16069.4","165.1","12.7","445.5","452.5"
"morphling","Morphling","27","12","15","0.444","17.3","5.0","2.5","4.4","16986.5","210.4","19.7","486.7","501.4"
"naga_siren","Naga Siren","220","90","130","0.409","13.1","2.2","4.0","7.3","10831.3","93.8","2.7","291.8","286.8"
"furion","Natures Prophet","390","210","180","0.538","16.7","4.0","4.2","9.1","17587.3","195.0","5.2","522.7","479.6"
"necrolyte","Necrophos","23","18","5","0.783","15.5","5.9","2.7","9.8","15305.6","163.8","15.0","517.7","462.7"
"night_stalker","Night Stalker","153","82","71","0.536","15.6","5.1","3.7","7.8","13552.1","121.4","10.0","399.0","417.1"
"nyx_assassin","Nyx Assassin","247","130","117","0.526","13.7","3.1","4.5","9.7","9538.1","49.6","3.9","275.4","325.3"
"ogre_magi","Ogre Magi","9","2","7","0.222","11.4","1.8","5.1","6.1","7010.7","20.8","2.3","191.8","227.9"
"omniknight","Omniknight","11","6","5","0.545","14.2","2.4","5.0","5.7","10921.8","76.5","4.3","285.9","312.9"
"obsidian_destroyer","Outworld Devourer","213","96","117","0.451","16.5","5.1","3.9","5.7","15494.0","171.1","27.7","451.8","469.2"
"phantom_assassin","Phantom Assassin","11","2","9","0.182","13.9","3.7","4.8","4.3","11884.1","127.9","7.5","391.9","396.3"
"phantom_lancer","Phantom Lancer","11","5","6","0.455","16.8","3.2","3.6","3.6","18471.2","250.9","15.8","506.5","460.5"
"puck","Puck","236","104","132","0.441","16.4","5.4","4.0","9.9","13661.2","133.2","11.7","392.7","450.5"
"pudge","Pudge","23","8","15","0.348","13.1","5.0","5.3","6.4","8754.3","56.9","6.5","317.1","364.7"
"pugna","Pugna","191","106","85","0.555","14.5","4.2","4.1","8.4","14081.9","141.9","8.1","444.7","382.6"
"queenofpain","Queen of Pain","114","49","65","0.430","17.1","7.2","4.0","6.7","15821.7","173.4","16.4","457.1","491.6"
"razor","Razor","86","41","45","0.477","15.9","5.1","4.3","8.0","14739.3","158.6","17.7","430.3","428.9"
"riki","Riki","18","12","6","0.667","17.4","8.1","4.6","8.2","16273.8","139.0","11.6","444.3","484.4"
"rubick","Rubick","500","250","250","0.500","12.5","2.6","4.6","9.6","8965.7","45.7","2.7","262.3","273.5"
"sand_king","Sand King","90","38","52","0.422","13.1","2.9","6.0","9.6","9533.4","59.2","1.8","268.4","294.3"
"shadow_demon","Shadow Demon","162","77","85","0.475","11.4","2.0","5.3","9.2","7747.4","30.6","2.0","223.6","229.2"
"nevermore","Shadow Fiend","103","53","50","0.515","18.0","6.7","3.8","6.0","19055.2","241.3","17.0","555.4","550.0"
"shadow_shaman","Shadow Shaman","63","35","28","0.556","13.7","3.9","5.3","8.9","11949.7","96.7","3.7","364.2","337.5"
"silencer","Silencer","24","12","12","0.500","12.8","3.5","4.9","7.4","9059.7","39.9","3.8","261.0","289.6"
"skywrath_mage","Skywrath Mage","17","5","12","0.294","12.1","3.5","5.4","7.2","8309.6","41.6","3.4","248.2","267.3"
"slardar","Slardar","67","30","37","0.448","14.6","3.6","4.1","7.9","11774.0","111.9","14.9","379.0","406.6"
"slark","Slark","81","37","44","0.457","16.6","6.7","3.8","6.4","14578.8","147.0","10.6","437.5","494.2"
"sniper","Sniper","8","4","4","0.500","15.4","3.9","5.3","7.8","14484.5","151.0","15.0","423.4","408.0"
"spectre","Spectre","50","28","22","0.560","17.0","6.4","3.0","11.1","16865.8","196.2","14.9","489.0","494.6"
"spirit_breaker","Spirit Breaker","3","0","3","0.000","11.3","3.3","8.0","5.7","8616.0","46.0","1.0","192.7","207.0"
"storm_spirit","Storm Spirit","248","142","106","0.573","17.0","7.2","4.4","8.7","15235.1","156.3","11.1","445.1","487.8"
"sven","Sven","9","2","7","0.222","16.6","3.8","4.4","4.2","15893.1","219.1","11.7","449.9","464.9"
"templar_assassin","Templar Assassin","81","45","36","0.556","17.8","6.7","3.7","5.3","16760.0","177.9","19.6","495.5","532.7"
"tidehunter","Tidehunter","36","13","23","0.361","13.8","2.3","4.8","8.9","9862.4","79.8","3.6","282.6","316.5"
"shredder","Timbersaw","400","191","209","0.478","16.4","5.7","4.4","7.0","14255.5","151.7","6.5","404.7","445.9"
"tinker","Tinker","39","18","21","0.462","18.4","5.3","4.1","7.5","18885.4","238.0","8.5","479.8","493.5"
"tiny","Tiny","45","29","16","0.644","16.8","8.6","3.8","7.8","19018.7","205.6","13.8","590.5","512.4"
"treant","Treant Protector","34","20","14","0.588","13.4","1.7","4.3","5.8","9715.3","49.4","6.9","282.6","308.1"
"troll_warlord","Troll Warlord","33","12","21","0.364","15.7","4.1","4.1","6.9","13980.4","157.0","12.4","425.9","446.7"
"tusk","Tusk","8","4","4","0.500","13.8","4.5","3.8","10.4","11575.7","93.0","4.9","371.9","364.8"
"undying","Undying","35","16","19","0.457","12.3","2.9","5.3","10.8","8836.6","48.5","3.4","288.5","293.3"
"ursa","Ursa","16","7","9","0.438","15.4","6.6","5.0","5.9","13809.6","121.9","7.5","479.1","478.1"
"vengefulspirit","Vengeful Spirit","116","60","56","0.517","12.5","2.2","5.1","10.1","8500.6","35.6","2.9","257.4","280.3"
"venomancer","Venomancer","455","247","208","0.543","13.0","2.3","5.2","11.8","10855.5","81.4","3.6","312.2","291.5"
"viper","Viper","155","66","89","0.426","15.8","5.3","4.2","7.1","14359.6","148.0","17.4","420.1","423.4"
"visage","Visage","605","317","288","0.524","12.8","5.1","4.4","8.3","9883.0","49.7","3.1","287.9","286.0"
"warlock","Warlock","3","2","1","0.667","15.7","7.0","3.7","9.7","16455.0","151.0","15.0","433.3","411.0"
"weaver","Weaver","353","164","189","0.465","17.7","5.7","3.3","6.6","17091.9","188.0","13.9","488.2","519.0"
"windrunner","Windranger","303","132","171","0.436","14.5","3.6","3.9","7.7","11728.9","101.3","8.6","332.5","350.2"
"witch_doctor","Witch Doctor","9","3","6","0.333","13.4","4.1","4.9","8.2","10279.0","51.6","1.9","265.1","282.0"
"skeleton_king","Wraith King","5","2","3","0.400","14.6","2.4","4.6","10.4","10861.1","64.0","3.2","296.8","322.4"
"zuus","Zeus","7","4","3","0.571","14.1","8.0","2.6","10.6","10644.5","76.1","5.4","368.6","426.1"
